24,6.2450501918792725
23,14.215845108032227
22,18.6129789352417
21,20.73689842224121
20,24.015661478042603
19,26.50214195251465
18,30.555718421936035
17,37.641637325286865
16,40.77177858352661
15,45.002724170684814
14,49.442469120025635
13,55.249292850494385
12,62.96981477737427
11,64.94963049888611
10,70.180899143219
9,74.81576991081238
8,77.14285469055176
7,81.26143336296082
6,83.50322556495667
5,84.66278576850891
4,87.75234794616699
3,91.66299986839294
2,96.32392883300781
1,101.46969032287598
0,103.79236578941345
