15,4.061959981918335
18,7.057868957519531
22,6.058716773986816
24,7.069550275802612
23,8.502274513244629
21,15.94664978981018
20,19.098331451416016
19,22.91031503677368
17,32.05207419395447
16,36.4556782245636
14,45.36463284492493
13,50.80033993721008
12,53.0863676071167
11,57.735883474349976
10,58.9106125831604
9,63.58870983123779
8,68.00241923332214
7,71.4619493484497
6,76.31088066101074
5,80.80671763420105
4,85.89037704467773
3,91.96049427986145
2,96.20834875106812
1,100.40811324119568
0,106.05731797218323
