task_Id,time
0_M2,1.017345666885376
2_M1,2.01871919631958
3_M0,3.0385513305664062
1_M1,4.019963026046753
10_M2,2.003690719604492
10_M1,4.0103840827941895
13_M0,3.0096657276153564
14_M1,3.010047197341919
13_M1,4.007234573364258
19_M0,2.003505229949951
20_M1,2.0194857120513916
21_M0,1.0111973285675049
22_M1,2.0150692462921143
21_M1,3.0082738399505615
24_M2,1.0823957920074463
27_M0,1.0043914318084717
27_M1,1.0143728256225586
26_M0,3.005690097808838
28_R1,3.0127251148223877
26_R1,3.010998249053955
25_R0,4.009961843490601
