task_Id,time
0_M1,4.019657611846924
1_M1,4.015180826187134
1_R1,3.012788772583008
2_R0,1.0183682441711426
3_R0,4.007155895233154
4_M2,4.022773742675781
5_R0,1.016814947128296
6_M2,3.021327018737793
7_M1,2.013765335083008
8_M0,1.0056812763214111
8_R0,4.015979528427124
9_R1,3.0119540691375732
10_M2,3.0111069679260254
11_M1,1.0127389430999756
11_R0,2.004727602005005
12_M1,4.01451301574707
13_M0,2.0067360401153564
13_R1,4.002980947494507
15_M0,1.0064377784729004
15_M3,4.011722564697266
16_M1,1.0086009502410889
16_R0,3.0008580684661865
17_R0,1.0111849308013916
18_M1,2.007452964782715
18_R0,4.015456438064575
19_R0,3.0143892765045166
20_R0,2.0032944679260254
21_M2,1.009711503982544
22_M1,2.014277458190918
23_M0,4.0111236572265625
23_R0,1.0113768577575684
24_M2,3.0029497146606445
