task_Id,time
2_M0,4.015293121337891
3_M2,4.016495227813721
8_M0,2.0056304931640625
8_R0,2.012645721435547
11_M0,1.0023589134216309
11_M1,3.008707046508789
12_M2,1.013584852218628
13_M0,1.013824224472046
14_M0,1.00978684425354
14_M1,2.0106186866760254
15_M2,3.0168943405151367
16_M0,1.0073013305664062
19_M1,1.0172722339630127
18_M1,4.0073161125183105
20_M1,3.0123074054718018
21_M2,2.0047123432159424
25_M0,1.0086073875427246
22_M0,3.02262282371521
22_M3,4.007983922958374
29_M1,2.009657382965088
25_M3,3.0063560009002686
28_M1,4.017082691192627
6_M3,1.0142812728881836
